record_id,title,exclusion_stage,exclusion_reason
R074,Handling Duplicates in Dockerfiles Families: Learning from Experts,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R077,An Empirical Study of Container Image Configurations and Their Impact on Start Times,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R085,"Dockerfile Changes in Practice: A Large-Scale Empirical Study of 4,110 Projects on GitHub",Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R086,Deep Learning-Based Cryptojacking Detection in Cloud Containerized Environments,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R087,On Unifying the Compliance Management of Applications Based on IaC Automation,Phase 2 - Eligibility,Exclusion Criterion (title-level screening; matched term(s): iac): title indicates a focus on general Infrastructure-as-Code (Ansible/Terraform/Puppet/Chef/IaC) configuration quality rather than a Dockerfile-specific catalog; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R092,Exploring Heterogeneous Open Multi-Agent Systems on Cloud Using a Docker-Based Architecture*,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R094,An Empirical Study of Utilization of Imperative Modules in Ansible,Phase 2 - Eligibility,Exclusion Criterion (title-level screening; matched term(s): ansible): title indicates a focus on general Infrastructure-as-Code (Ansible/Terraform/Puppet/Chef/IaC) configuration quality rather than a Dockerfile-specific catalog; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R096,SecLLM: Enhancing Security Smell Detection in IaC With Large Language Models,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): security): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R105,On the Value of Sequence-Based System Call Filtering for Container Security,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): security): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R106,An Empirical Study of Docker Vulnerabilities and of Static Code Analysis Applicability,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): vulnerab): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R108,Analysis and Comparison of Dockerized and Standalone Apache Spark Configurations for Efficient Distributed Data Processing,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R118,DockerizeMe: Automatic Inference of Environment Dependencies for Python Code Snippets,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R128,Model-based Development of a Dynamic Container-Based Edge Computing System,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R133,Smelling Secrets: Leveraging Machine Learning and Language Models for Sensitive Parameter Detection in Ansible Security Analysis,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): secret, security): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R136,Cryptomining Detection in Container Clouds Using System Calls and Explainable Machine Learning,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R149,A Hierarchical Approach to Extract Application Logs with Visualization in a Containerized Environment,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R153,An Analysis and Empirical Study of Container Networks,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): network): title indicates a focus on container runtime performance, networking, benchmarking, or resource utilization; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R158,"AI-Driven Cloud Infrastructure Provisioning: Leveraging Machine Learning, Observability, and IaC for Autonomous Cloud Operations",Phase 2 - Eligibility,Exclusion Criterion (title-level screening; matched term(s): iac): title indicates a focus on general Infrastructure-as-Code (Ansible/Terraform/Puppet/Chef/IaC) configuration quality rather than a Dockerfile-specific catalog; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R165,Exploring LLM-Based Automated Repairing of Ansible Script in Edge-Cloud Infrastructures,Phase 2 - Eligibility,Exclusion Criterion (title-level screening; matched term(s): ansible): title indicates a focus on general Infrastructure-as-Code (Ansible/Terraform/Puppet/Chef/IaC) configuration quality rather than a Dockerfile-specific catalog; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R166,Mining Sandboxes for Linux Containers,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R200,An Automated Memory Image Forensic Scheme for Linux Systems Based on Containerization Technology,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R215,Code Smell-Guided Prompting for LLM-Based Defect Prediction in Ansible Scripts,Phase 2 - Eligibility,Exclusion Criterion (title-level screening; matched term(s): ansible): title indicates a focus on general Infrastructure-as-Code (Ansible/Terraform/Puppet/Chef/IaC) configuration quality rather than a Dockerfile-specific catalog; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R226,Kubernetes or OpenShift? Which Technology Best Suits Eclipse Hono IoT Deployments,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): deployment, kubernetes): title indicates a focus on cluster orchestration, container deployment workflows, or DevOps/CI-CD pipeline infrastructure; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R227,Container Image Security in HPC: A Comprehensive Large-Scale Evaluation,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): security): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R228,SAVI-IoT: A Self-Managing Containerized IoT Platform,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R241,DockerFill: Automatically Completing Dockerfile Code With Syntax-Aware Multi-Task Learning,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R261,DRIVE: Dockerfile Rule Mining and Violation Detection,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R264,Methodology for&#xa0;Analyzing Dockerfile Using AI for&#xa0;Vulnerabilities,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): vulnerab): title indicates a focus on container/IaC security scanning, vulnerability diagnostics, or secret-leak mitigation; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
R269,An Effective Seafile Dockerfile for Raspberry Pi to Make Docker YAML Files for Treehouses,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R270,Latest Image Recommendation Method for Automatic Base Image Update in&#xa0;Dockerfile,Phase 2 - Eligibility,Exclusion Criterion (title-level screening): Title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context).
R271,A clustering-based approach for mining dockerfile evolutionary trajectories,Phase 2 - Eligibility,"Exclusion Criterion (title-level screening; matched term(s): cluster): title indicates a focus on cluster orchestration, container deployment workflows, or DevOps/CI-CD pipeline infrastructure; title does not satisfy the Phase 2 topical inclusion rule (no smell/refactoring/quality/linting/ecosystem/reproducibility/artifact term alongside a Docker or container context)."
